,image_doc_id,user_doc_id,amount_dist,vendor_name_dist,vendor_address_dist,date_dist,amount_img,amount_user,date_img,date_user,vendor_address_img,vendor_address_user,vendor_name_img,vendor_name_user,sum
321,00d0992954979,00d0989196649,6.78,,11.02439022064209,10.365511894226074,8.90,2.12,14 May 2018,2018-2-1,"12, Jalan Tampoi 7/4,Kawasan Perindustrian Tampoi,81200 Johor Bahru, Johor","NO 290, JALAN AIR PANAS, SETAPAK, 5320, KUALA LUMPUR.",,SYARIKAT PERNIAGAAN GIN KEE,
322,00d0654632791,00d0989196649,188.68,,10.949790954589844,,190.80,2.12,,2018-2-1,"LOT 276 JALAN BANTING 43800 DENGKIL, SELANGOR.","NO 290, JALAN AIR PANAS, SETAPAK, 5320, KUALA LUMPUR.",,SYARIKAT PERNIAGAAN GIN KEE,
324,00d0411843053,00d0989196649,6.4799999999999995,,10.861242294311523,8.647001266479492,8.60,2.12,2018,2018-2-1,"No.2, Jalan Temenggung 19/9, Seksyen 9, Bandar Mahkota Cheras, 43200 Cheras, Selangor","NO 290, JALAN AIR PANAS, SETAPAK, 5320, KUALA LUMPUR.",,SYARIKAT PERNIAGAAN GIN KEE,
325,00d0986033233,00d0989196649,19.08,,1.652890920639038,8.73385238647461,21.20,2.12,11/01/2018,2018-2-1,"NO 290, JALAN AIR PANAS, SETAPAK, 53200, KUALA LUMPUR.","NO 290, JALAN AIR PANAS, SETAPAK, 5320, KUALA LUMPUR.",,SYARIKAT PERNIAGAAN GIN KEE,
326,00d0106074517,00d0989196649,2.88,,12.126855850219727,,5.00,2.12,,2018-2-1,"LOT 1851-A &@ 1851-B, JALAN KpB 6, KAWASAN PERINDUSTRIAN BALAKONG, 43300 SERI KEMBANGAN, SELANGOR","NO 290, JALAN AIR PANAS, SETAPAK, 5320, KUALA LUMPUR.",,SYARIKAT PERNIAGAAN GIN KEE,
327,00d0660852423,00d0989196649,8.18,,11.73359203338623,9.008157730102539,10.30,2.12,6/1/2018,2018-2-1,"No 3, Jalan Permas 10/8, Bandar Baru Perrnas Jaya, 81750 Masai, Jchor","NO 290, JALAN AIR PANAS, SETAPAK, 5320, KUALA LUMPUR.",,SYARIKAT PERNIAGAAN GIN KEE,
329,00d0416368925,00d0989196649,11.98,,,9.687501907348633,14.10,2.12,29-12-2017,2018-2-1,,"NO 290, JALAN AIR PANAS, SETAPAK, 5320, KUALA LUMPUR.",,SYARIKAT PERNIAGAAN GIN KEE,
331,00d0223598140,00d0989196649,26.029999999999998,,11.202665328979492,,28.15,2.12,,2018-2-1,LOT 2110&2111 JALAN PERMAS UTARA BANDAR BARU PERMAS 81750 JOHOR BAHRU JOHOR,"NO 290, JALAN AIR PANAS, SETAPAK, 5320, KUALA LUMPUR.",,SYARIKAT PERNIAGAAN GIN KEE,
336,00d0400234172,00d0989196649,52.190000000000005,,11.048406600952148,11.913155555725098,54.31,2.12,06/08/2017,2018-2-1,"Lot 3, Jalan Pelabur 23/1, 40300 Shah Alam,?*Selangor.","NO 290, JALAN AIR PANAS, SETAPAK, 5320, KUALA LUMPUR.",,SYARIKAT PERNIAGAAN GIN KEE,
340,00d0685059326,00d0989196649,10.48,13.839160919189453,10.163195610046387,,12.60,2.12,,2018-2-1,"PTA7920, SERSYEN UP, 40150 SHAH ALAM, SELANGOR DARUL EHSAN.","NO 290, JALAN AIR PANAS, SETAPAK, 5320, KUALA LUMPUR.",Segi Cash & Carry Sdn. kbd,SYARIKAT PERNIAGAAN GIN KEE,
341,00d0916006350,00d0989196649,50.28,,9.994805335998535,9.244197845458984,52.40,2.12,24/06/2018,2018-2-1,"No.29M, Jalan Dinar G U3/G, Seksyen U3, Subang Perdana, 40150 Shah Alam","NO 290, JALAN AIR PANAS, SETAPAK, 5320, KUALA LUMPUR.",,SYARIKAT PERNIAGAAN GIN KEE,
342,00d0185599105,00d0989196649,18.88,,11.76794719696045,,21.00,2.12,,2018-2-1,"LOT 1851-A & 1851-R, JALAN KPB 4, KAWASAN PERINDUSTRIAN BALAKONG, 43300 SERI KEMRANGAN, SELANGOR","NO 290, JALAN AIR PANAS, SETAPAK, 5320, KUALA LUMPUR.",,SYARIKAT PERNIAGAAN GIN KEE,
344,00d0889453684,00d0989196649,3.63,,14.980280876159668,10.807439804077148,5.75,2.12,11/03/18,2018-2-1,BOOK CO. (M) SDN BHD,"NO 290, JALAN AIR PANAS, SETAPAK, 5320, KUALA LUMPUR.",,SYARIKAT PERNIAGAAN GIN KEE,
345,00d0889453684,00d0989196649,3.63,,12.15976619720459,10.807439804077148,5.75,2.12,11/03/18,2018-2-1,"No 8, Jalan 7/1188, Desa Tun","NO 290, JALAN AIR PANAS, SETAPAK, 5320, KUALA LUMPUR.",,SYARIKAT PERNIAGAAN GIN KEE,
346,00d0116788763,00d0989196649,6.88,,12.032673835754395,,9.00,2.12,,2018-2-1,"LOT 1851-A & 1851-B, JALAN KPB 6, SS KAWASAN PERINDUSTRIAN BALAKONG, 43300 SERI KEMBANGAN, SELANGOR","NO 290, JALAN AIR PANAS, SETAPAK, 5320, KUALA LUMPUR.",,SYARIKAT PERNIAGAAN GIN KEE,
349,00d0483826961,00d0989196649,38.88,11.035001754760742,11.683472633361816,,41.00,2.12,,2018-2-1,"NO. 32 & 33, JALAN SR 1:9. SEKSYEN 9, TAMAN SERDANG RAYA, 43300 SERI KEMBANGAN, SELANGOR","NO 290, JALAN AIR PANAS, SETAPAK, 5320, KUALA LUMPUR.",UAN HING STATIONERY SDN BHD,SYARIKAT PERNIAGAAN GIN KEE,
351,00d0435331752,00d0989196649,175.96,,10.949790954589844,9.143084526062012,178.08,2.12,03/05/2018,2018-2-1,"LOT 276 JALAN BANTING 43800 DENGKIL, SELANGOR.","NO 290, JALAN AIR PANAS, SETAPAK, 5320, KUALA LUMPUR.",,SYARIKAT PERNIAGAAN GIN KEE,
352,00d0954032591,00d0989196649,5.28,16.537202835083008,11.35019302368164,,7.40,2.12,,2018-2-1,"42, Jalan Tampoi 74,Kawasan Perindustrian Tampoi,81200 Johor Bahru,lohor","NO 290, JALAN AIR PANAS, SETAPAK, 5320, KUALA LUMPUR.",SDN BHD 29 Mar 2018,SYARIKAT PERNIAGAAN GIN KEE,
353,00d0320901819,00d0989196649,50.68,11.9679594039917,,11.198455810546875,52.80,2.12,19/05/18,2018-2-1,,"NO 290, JALAN AIR PANAS, SETAPAK, 5320, KUALA LUMPUR.",-Mart Sdn Bhd,SYARIKAT PERNIAGAAN GIN KEE,
354,00d0320901819,00d0989196649,50.68,11.9679594039917,,13.577312469482422,52.80,2.12,You,2018-2-1,,"NO 290, JALAN AIR PANAS, SETAPAK, 5320, KUALA LUMPUR.",-Mart Sdn Bhd,SYARIKAT PERNIAGAAN GIN KEE,
355,00d0363991072,00d0989196649,18.64,,,,20.76,2.12,,2018-2-1,,"NO 290, JALAN AIR PANAS, SETAPAK, 5320, KUALA LUMPUR.",,SYARIKAT PERNIAGAAN GIN KEE,
356,00d0374072400,00d0989196649,64.88,,8.877955436706543,8.177260398864746,67.00,2.12,22-05-2018,2018-2-1,"NO.1, TAMAN SRI UENGKIL, JALAN AIR HITAM 43800 DENGKIL, SELANGOR.","NO 290, JALAN AIR PANAS, SETAPAK, 5320, KUALA LUMPUR.",,SYARIKAT PERNIAGAAN GIN KEE,
357,00d0166687964,00d0989196649,80.56,,3.311798334121704,,82.68,2.12,,2018-2-1,"NO 290, JALAN AIR PANAS, SETAPAK, 63200, KUALA LUMPUR.","NO 290, JALAN AIR PANAS, SETAPAK, 5320, KUALA LUMPUR.",,SYARIKAT PERNIAGAAN GIN KEE,
358,00d0401609886,00d0989196649,3.8899999999999997,,,11.7444486618042,6.01,2.12,22/10/2017,2018-2-1,,"NO 290, JALAN AIR PANAS, SETAPAK, 5320, KUALA LUMPUR.",,SYARIKAT PERNIAGAAN GIN KEE,
364,00d0114026522,00d0989196649,10.600000000000001,,1.652890920639038,8.579190254211426,12.72,2.12,13/01/2018,2018-2-1,"NO 290, JALAN AIR PANAS, SETAPAK, 53200, KUALA LUMPUR.","NO 290, JALAN AIR PANAS, SETAPAK, 5320, KUALA LUMPUR.",,SYARIKAT PERNIAGAAN GIN KEE,
365,00d0820736669,00d0989196649,10.86,,11.36064338684082,11.886680603027344,12.98,2.12,29/09/2017,2018-2-1,"Lot 3, Jalan Pelabur 23/1, 40300 Shah Alam, Selangor.","NO 290, JALAN AIR PANAS, SETAPAK, 5320, KUALA LUMPUR.",,SYARIKAT PERNIAGAAN GIN KEE,
366,00d0763327632,00d0989196649,153.88,,11.050227165222168,8.542290687561035,156.00,2.12,14/04/2018,2018-2-1,"No: G3, Bik G, Jin PUU 1A, Ara Damansara, 47301 Petaling Jaya, Selangor Darul Ehsan.","NO 290, JALAN AIR PANAS, SETAPAK, 5320, KUALA LUMPUR.",,SYARIKAT PERNIAGAAN GIN KEE,
367,00d0844880238,00d0989196649,7.079999999999999,15.691043853759766,11.130544662475586,,9.20,2.12,,2018-2-1,"12, Jalan Tampoi 7/4,Kawasan Petindustian Tampol,81200 Johor Bahru,Johor","NO 290, JALAN AIR PANAS, SETAPAK, 5320, KUALA LUMPUR.",UNIHAKKA INTERNATIONAL SON BHD 24 Mar 2048,SYARIKAT PERNIAGAAN GIN KEE,
368,00d0354051709,00d0989196649,372.08,,11.331700325012207,8.494281768798828,374.20,2.12,92/02/2018,2018-2-1,"129, JALAN TUN H.S LEE, 50000 KUALA LUMPUR,","NO 290, JALAN AIR PANAS, SETAPAK, 5320, KUALA LUMPUR.",,SYARIKAT PERNIAGAAN GIN KEE,
369,00d0318453525,00d0989196649,16.779999999999998,,11.289544105529785,9.6076078414917,18.90,2.12,08/04/2018,2018-2-1,LOT 2110&2111 JALAN PERMAS UTARA BANDAR BARU PERMAS 81760 JOHOR BAHRU JOHOR,"NO 290, JALAN AIR PANAS, SETAPAK, 5320, KUALA LUMPUR.",,SYARIKAT PERNIAGAAN GIN KEE,
370,00d0696518680,00d0989196649,,14.952812194824219,10.48777961730957,8.982168197631836,,2.12,03/02/2018,2018-2-1,"No 7, Simpang Off Batu Village Jalan Ipoh Batu 5, 51200 Kuala Lumpur MALAYSIA","NO 290, JALAN AIR PANAS, SETAPAK, 5320, KUALA LUMPUR.",SENG THO HARDWARE TRADING,SYARIKAT PERNIAGAAN GIN KEE,
371,00d0770154989,00d0989196649,,17.200075149536133,11.537858009338379,11.12602424621582,,2.12,22/12/2017,2018-2-1,"NQ.113G & 115G, JALAN SETIA GEMEILANG U13/GG BANDAR SETIA ALAM, 40770 BANDAR SETIA ALAM, SELANGOR,","NO 290, JALAN AIR PANAS, SETAPAK, 5320, KUALA LUMPUR.",MASTER HARDWARE & ELECTRICAL,SYARIKAT PERNIAGAAN GIN KEE,
372,00d0957822503,00d0989196649,,,,8.5559720993042,,2.12,21/01/2018,2018-2-1,,"NO 290, JALAN AIR PANAS, SETAPAK, 5320, KUALA LUMPUR.",,SYARIKAT PERNIAGAAN GIN KEE,
373,00d0607552804,00d0989196649,,,10.962170600891113,12.047659873962402,,2.12,10/10/2017,2018-2-1,"13-1, Jalan PJU 5/10, Dataran Sunway, Kota Damansara, 47810, Petaling Jaya, Selangor Tel:012-373 2096","NO 290, JALAN AIR PANAS, SETAPAK, 5320, KUALA LUMPUR.",,SYARIKAT PERNIAGAAN GIN KEE,
374,00d0763228450,00d0989196649,,15.141345977783203,11.21192455291748,9.654851913452148,,2.12,04/08/2018,2018-2-1,"No.1, Jalan Permas 10/5, Bandar Baru Permas Jaya 91750 Johor Bahru, Johor.","NO 290, JALAN AIR PANAS, SETAPAK, 5320, KUALA LUMPUR.",MOONLIGHT CAKE HOUSE SDN BHD 862725-U,SYARIKAT PERNIAGAAN GIN KEE,
375,00d0763228450,00d0989196649,,15.141345977783203,11.21192455291748,9.303471565246582,,2.12,04/06/2018,2018-2-1,"No.1, Jalan Permas 10/5, Bandar Baru Permas Jaya 91750 Johor Bahru, Johor.","NO 290, JALAN AIR PANAS, SETAPAK, 5320, KUALA LUMPUR.",MOONLIGHT CAKE HOUSE SDN BHD 862725-U,SYARIKAT PERNIAGAAN GIN KEE,
376,00d0724729985,00d0989196649,,,15.295446395874023,12.967790603637695,,2.12,14/02/14,2018-2-1,Lot F/L2A.4; Level 28 First we,"NO 290, JALAN AIR PANAS, SETAPAK, 5320, KUALA LUMPUR.",,SYARIKAT PERNIAGAAN GIN KEE,
377,00d0945045450,00d0989196649,,,13.188136100769043,7.8438801765441895,,2.12,21-04-2018,2018-2-1,"SUSHI MENTAT PLAZA DANAU NO.37-1, PLAZA DANAU DESA 2, JALAN 1OGF, TAMAN DANAU DESA, 58100 KUALA LUMPUR","NO 290, JALAN AIR PANAS, SETAPAK, 5320, KUALA LUMPUR.",,SYARIKAT PERNIAGAAN GIN KEE,
378,00d0910676977,00d0989196649,,,12.818793296813965,9.363747596740723,,2.12,30/03/2018,2018-2-1,"Lot B-F-11, Block B Nolwdalan PU 9/1,D'sara Avevue Handar Sri Dsara, 52006 KL","NO 290, JALAN AIR PANAS, SETAPAK, 5320, KUALA LUMPUR.",,SYARIKAT PERNIAGAAN GIN KEE,
379,00d0910676977,00d0989196649,,,12.818793296813965,8.735294342041016,,2.12,30/83/2018,2018-2-1,"Lot B-F-11, Block B Nolwdalan PU 9/1,D'sara Avevue Handar Sri Dsara, 52006 KL","NO 290, JALAN AIR PANAS, SETAPAK, 5320, KUALA LUMPUR.",,SYARIKAT PERNIAGAAN GIN KEE,
380,00d0726102139,00d0989196649,,14.56857681274414,,12.28246784210205,,2.12,07/05/2017,2018-2-1,,"NO 290, JALAN AIR PANAS, SETAPAK, 5320, KUALA LUMPUR.","STATIONERY SHOP NO. 31G&33G, JALAN SETIA INDAH X ,U13/x 40170 SETIA ALAM",SYARIKAT PERNIAGAAN GIN KEE,
381,00d0206227401,00d0989196649,,14.56857681274414,,12.023710250854492,,2.12,08/07/2017,2018-2-1,,"NO 290, JALAN AIR PANAS, SETAPAK, 5320, KUALA LUMPUR.","STATIONERY SHOP NO. 31G&33G, JALAN SETIA INDAH X ,U13/X 40170 SETIA ALAM",SYARIKAT PERNIAGAAN GIN KEE,
382,00d0760612254,00d0989196649,,,14.980280876159668,15.628509521484375,,2.12,Malaysia,2018-2-1,BOOK CO. (M) SDN BHD,"NO 290, JALAN AIR PANAS, SETAPAK, 5320, KUALA LUMPUR.",,SYARIKAT PERNIAGAAN GIN KEE,
383,00d0760612254,00d0989196649,,,11.960039138793945,15.628509521484375,,2.12,Malaysia,2018-2-1,"No 8, Jalan 7/118B, Desa ae","NO 290, JALAN AIR PANAS, SETAPAK, 5320, KUALA LUMPUR.",,SYARIKAT PERNIAGAAN GIN KEE,
384,00d0760612254,00d0989196649,,,14.980280876159668,11.058954238891602,,2.12,11/02/18,2018-2-1,BOOK CO. (M) SDN BHD,"NO 290, JALAN AIR PANAS, SETAPAK, 5320, KUALA LUMPUR.",,SYARIKAT PERNIAGAAN GIN KEE,
385,00d0760612254,00d0989196649,,,11.960039138793945,11.058954238891602,,2.12,11/02/18,2018-2-1,"No 8, Jalan 7/118B, Desa ae","NO 290, JALAN AIR PANAS, SETAPAK, 5320, KUALA LUMPUR.",,SYARIKAT PERNIAGAAN GIN KEE,
386,00d0749666123,00d0989196649,,,,11.267001152038574,,2.12,04/12/2017,2018-2-1,,"NO 290, JALAN AIR PANAS, SETAPAK, 5320, KUALA LUMPUR.",,SYARIKAT PERNIAGAAN GIN KEE,
387,00d0397644256,00d0989196649,,,11.081877708435059,8.887324333190918,,2.12,22/02/2018,2018-2-1,"NO 3, JALAN TAMAN JASA 2; . SECTION U6, 40150 SHAH ALAM","NO 290, JALAN AIR PANAS, SETAPAK, 5320, KUALA LUMPUR.",,SYARIKAT PERNIAGAAN GIN KEE,
388,00d0920899195,00d0989196649,,,13.432114601135254,9.280973434448242,,2.12,9/3/2018,2018-2-1,"13, JLN TASIK UTAMA 8 MEDAN NIAGA DAMA! SG BES! 57000 KL","NO 290, JALAN AIR PANAS, SETAPAK, 5320, KUALA LUMPUR.",,SYARIKAT PERNIAGAAN GIN KEE,
389,00d0784103375,00d0989196649,,14.33751106262207,,12.137685775756836,,2.12,04/04/2017,2018-2-1,,"NO 290, JALAN AIR PANAS, SETAPAK, 5320, KUALA LUMPUR.","STATIONERY SHOP NO. 31G833G, JALAN SETIA INDAH X ,U13/¥ 40170 SETIA ALAM",SYARIKAT PERNIAGAAN GIN KEE,
390,00d0758726468,00d0989196649,,,12.829534530639648,14.404928207397461,,2.12,21.20,2018-2-1,"NO.15.JLN TSJ2,TMN SUBANG JASA, OFE JLN BT 3 SUBANG, 46000 SHAH ALAM,SEL.","NO 290, JALAN AIR PANAS, SETAPAK, 5320, KUALA LUMPUR.",,SYARIKAT PERNIAGAAN GIN KEE,
391,00d0859698635,00d0989196649,,,,11.45692253112793,,2.12,30/63/2017,2018-2-1,,"NO 290, JALAN AIR PANAS, SETAPAK, 5320, KUALA LUMPUR.",,SYARIKAT PERNIAGAAN GIN KEE,
392,00d0859698635,00d0989196649,,,,11.55929183959961,,2.12,30/08/2017,2018-2-1,,"NO 290, JALAN AIR PANAS, SETAPAK, 5320, KUALA LUMPUR.",,SYARIKAT PERNIAGAAN GIN KEE,
393,00d0581923422,00d0989196649,,,12.142720222473145,8.542290687561035,,2.12,14/04/2018,2018-2-1,"Bik 2, Unit G1 & G2, Bestari Terrace, Lot PTD 182908 & PTD 143216, Jalan Danga, Taman Nusa Bestari, 81300 Date:","NO 290, JALAN AIR PANAS, SETAPAK, 5320, KUALA LUMPUR.",,SYARIKAT PERNIAGAAN GIN KEE,
394,00d0372099873,00d0989196649,,,14.980280876159668,11.458100318908691,,2.12,24/01/18,2018-2-1,BOOK CO. (M) SDN BHD,"NO 290, JALAN AIR PANAS, SETAPAK, 5320, KUALA LUMPUR.",,SYARIKAT PERNIAGAAN GIN KEE,
395,00d0372099873,00d0989196649,,,10.209426879882812,11.458100318908691,,2.12,24/01/18,2018-2-1,"No 8, Jalan 7/7118B, Desa Tun Kazak 56000 Kuala Lunpur, Malaysia","NO 290, JALAN AIR PANAS, SETAPAK, 5320, KUALA LUMPUR.",,SYARIKAT PERNIAGAAN GIN KEE,
396,00d0764796072,00d0989196649,,,,9.499603271484375,,2.12,16/04/2018,2018-2-1,,"NO 290, JALAN AIR PANAS, SETAPAK, 5320, KUALA LUMPUR.",,SYARIKAT PERNIAGAAN GIN KEE,
397,00d0764796072,00d0989196649,,,,9.499603271484375,,2.12,16/04/2018,2018-2-1,,"NO 290, JALAN AIR PANAS, SETAPAK, 5320, KUALA LUMPUR.",,SYARIKAT PERNIAGAAN GIN KEE,
398,00d0743614936,00d0989196649,,,11.958841323852539,8.253009796142578,,2.12,14/03/2018,2018-2-1,"LOT 1-0-2, JLN 1/50, DIAMOND SQUARE OFF JLN GOMBAK 93000 KUALA LUMPUR","NO 290, JALAN AIR PANAS, SETAPAK, 5320, KUALA LUMPUR.",,SYARIKAT PERNIAGAAN GIN KEE,
399,00d0774018859,00d0989196649,,13.219435691833496,11.350738525390625,8.883939743041992,,2.12,12/01/2018,2018-2-1,"NO 18, 20, 22, JALAN BUNGA TANJONG 2/16, 40600 SHAH ALAM, SELANGOR","NO 290, JALAN AIR PANAS, SETAPAK, 5320, KUALA LUMPUR.",EXPERT SDN BHD,SYARIKAT PERNIAGAAN GIN KEE,
400,00d0209546609,00d0989196649,,,,14.398698806762695,,2.12,10-05-20,2018-2-1,,"NO 290, JALAN AIR PANAS, SETAPAK, 5320, KUALA LUMPUR.",,SYARIKAT PERNIAGAAN GIN KEE,
401,00d0863890590,00d0989196649,,,,7.991904258728027,,2.12,11/0/2018,2018-2-1,,"NO 290, JALAN AIR PANAS, SETAPAK, 5320, KUALA LUMPUR.",,SYARIKAT PERNIAGAAN GIN KEE,
402,00d0179226173,00d0989196649,,,10.861242294311523,8.647001266479492,,2.12,2018,2018-2-1,"No.2, Jalan Temenggung 19/9, Seksyen 9, Bandar Mahkota Cheras, 43200 Cheras, Selangor","NO 290, JALAN AIR PANAS, SETAPAK, 5320, KUALA LUMPUR.",,SYARIKAT PERNIAGAAN GIN KEE,
403,00d0827589883,00d0989196649,,15.523529052734375,12.133790016174316,8.932551383972168,,2.12,29/03/2018,2018-2-1,"UNIT L1-044B, VIVACITY MEGAMALL., JALAN HAN ALHI 93350 KUCHING, SARAWAK O51","NO 290, JALAN AIR PANAS, SETAPAK, 5320, KUALA LUMPUR.",CITY CTONYMULY SHOP,SYARIKAT PERNIAGAAN GIN KEE,
404,00d0735262766,00d0989196649,,14.952812194824219,9.375348091125488,10.928709030151367,,2.12,29/12/2017,2018-2-1,"No 7. Simpang Off Batu Village Jalan Ipoh Batu 5, 61200 Kuala Lumpur MALAYSIA","NO 290, JALAN AIR PANAS, SETAPAK, 5320, KUALA LUMPUR.",SENG THO HARDWARE TRADING,SYARIKAT PERNIAGAAN GIN KEE,
405,00d0901837324,00d0989196649,,13.415905952453613,11.563283920288086,9.185458183288574,,2.12,19/10/2018,2018-2-1,"27, JALAN DEDAF 13, TANAN JOHOR JAYA, 81100 JOHOR BAHRU, JOHOR.","NO 290, JALAN AIR PANAS, SETAPAK, 5320, KUALA LUMPUR.",INDAH GIFT & HOME BECO,SYARIKAT PERNIAGAAN GIN KEE,
406,00d0913770897,00d0989196649,,,11.558165550231934,7.203359127044678,,2.12,1202/2018,2018-2-1,NO.89 JALAN PERMAS 9/5 BANDAR BARU PERMAS JAYA 81760 JOHOR BAHRU,"NO 290, JALAN AIR PANAS, SETAPAK, 5320, KUALA LUMPUR.",,SYARIKAT PERNIAGAAN GIN KEE,
407,00d0680178711,00d0989196649,,,11.084795951843262,9.398624420166016,,2.12,27/04/2018,2018-2-1,"No. 8, Jalan Permas 10/7, Permas Jaya, 81750 Johor Bahru.","NO 290, JALAN AIR PANAS, SETAPAK, 5320, KUALA LUMPUR.",,SYARIKAT PERNIAGAAN GIN KEE,
408,00d0395061839,00d0989196649,,,10.858161926269531,11.393942832946777,,2.12,02/02/2017,2018-2-1,"NO.22 JALAN PUTERI 2/4 BANDAR PUTERI ~ 47100 PUCHONG, SELANGOR","NO 290, JALAN AIR PANAS, SETAPAK, 5320, KUALA LUMPUR.",,SYARIKAT PERNIAGAAN GIN KEE,
409,00d0289417092,00d0989196649,,17.200075149536133,11.537858009338379,11.12602424621582,,2.12,22/12/2017,2018-2-1,"NQ.113G & 115G, JALAN SETIA GEMEILANG U13/GG BANDAR SETIA ALAM, 40770 BANDAR SETIA ALAM, SELANGOR,","NO 290, JALAN AIR PANAS, SETAPAK, 5320, KUALA LUMPUR.",MASTER HARDWARE & ELECTRICAL,SYARIKAT PERNIAGAAN GIN KEE,
410,00d0876488640,00d0989196649,,,11.765978813171387,13.651525497436523,,2.12,17-04-16,2018-2-1,"LOT i85i-A & 1851-B, JALAN KPR 6, KAWASAN PERINDUSTRIAN BALAKONG, 43300 SERI KEMBANGAN, SELANGOR","NO 290, JALAN AIR PANAS, SETAPAK, 5320, KUALA LUMPUR.",,SYARIKAT PERNIAGAAN GIN KEE,
411,00d0477553790,00d0989196649,,18.66537094116211,9.690967559814453,12.10976505279541,,2.12,45/07/2017,2018-2-1,"NQ.9, JALAN MANIS 3, TAMAN SEGAR CHERAS, 56100 KUALA LUMPUR.","NO 290, JALAN AIR PANAS, SETAPAK, 5320, KUALA LUMPUR.",STATIONERY & OFFICE SUPPLIES,SYARIKAT PERNIAGAAN GIN KEE,
412,00d0776440475,00d0989196649,,14.642535209655762,,11.5769681930542,,2.12,10/04/2017,2018-2-1,,"NO 290, JALAN AIR PANAS, SETAPAK, 5320, KUALA LUMPUR.","STATIONERY SHOP 33G, JALAN SETIA INDAH X ,U13/X TIA ALAM + Mobile /Whatsapps 2",SYARIKAT PERNIAGAAN GIN KEE,
413,00d0924594862,00d0989196649,,12.257084846496582,12.004751205444336,11.072992324829102,,2.12,15-07-18,2018-2-1,"LOT 1851-A & 1851-B, JALAN KPB 6, KAWASAN PERINDUSTRIAN BALAKONG, 43300 SERI KEMBANGAN, SELANGOR","NO 290, JALAN AIR PANAS, SETAPAK, 5320, KUALA LUMPUR.",D.I.¥. (M) SDN BHD,SYARIKAT PERNIAGAAN GIN KEE,
414,00d0542653551,00d0989196649,,13.545720100402832,10.850330352783203,8.987924575805664,,2.12,28/03/2018,2018-2-1,"SEKSYEN 4, BANDAR UTAHA, 44300 BATANG KALI, SELANGOR","NO 290, JALAN AIR PANAS, SETAPAK, 5320, KUALA LUMPUR.",ENTERPRISE SDN BHD,SYARIKAT PERNIAGAAN GIN KEE,
415,00d0815885891,00d0989196649,,13.350502967834473,11.210946083068848,8.97315788269043,,2.12,16-04-2018,2018-2-1,"42-46, JLN SULTAN AZLAN SHAH 51200 KUALA LUMPUR","NO 290, JALAN AIR PANAS, SETAPAK, 5320, KUALA LUMPUR.",WESTERN ‘EASTERN: ST«TLONERY SON. BHD,SYARIKAT PERNIAGAAN GIN KEE,
416,00d0978814485,00d0989196649,,,13.388686180114746,10.601908683776855,,2.12,11/5/2018,2018-2-1,"13, JLN TASIK UTAMA 8 MEDAN NIAGA DAMAI SG BES! 57000 KL","NO 290, JALAN AIR PANAS, SETAPAK, 5320, KUALA LUMPUR.",,SYARIKAT PERNIAGAAN GIN KEE,
417,00d0859401532,00d0989196649,,18.138166427612305,8.742112159729004,8.56224536895752,,2.12,15-06-2018,2018-2-1,"NO.1, TAMAN SRI DENGKIL, JALAN AIR HITAM 43800 DENGKIL, SELANGOR.","NO 290, JALAN AIR PANAS, SETAPAK, 5320, KUALA LUMPUR.",THREE SEAFOOD RESTAURANT SON BHD,SYARIKAT PERNIAGAAN GIN KEE,
418,00d0212306806,00d0989196649,,17.483909606933594,8.742112159729004,7.975515842437744,,2.12,23-08-2018,2018-2-1,"NO.1, TaMAN SRI DENGKIL, JALAN AIR HITAM 43800 DENGKIL, SELANGOR.","NO 290, JALAN AIR PANAS, SETAPAK, 5320, KUALA LUMPUR.",THREE SEAFOOD RESTAURANT SDN BHD,SYARIKAT PERNIAGAAN GIN KEE,
419,00d0139330423,00d0989196649,,17.483909606933594,8.761209487915039,8.647001266479492,,2.12,2018,2018-2-1,"NO.1, .AMAN SRI DENGKIL, JALAN AIR HITAM 43800 DENGKIL, SELANGOR.","NO 290, JALAN AIR PANAS, SETAPAK, 5320, KUALA LUMPUR.",THREE SEAFOOD RESTAURANT SDN BHD,SYARIKAT PERNIAGAAN GIN KEE,
420,00d0242366463,00d0989196649,,,,19.973379135131836,,2.12,02 Grand Total mcr 35 Cash,2018-2-1,,"NO 290, JALAN AIR PANAS, SETAPAK, 5320, KUALA LUMPUR.",,SYARIKAT PERNIAGAAN GIN KEE,
421,00d0423671916,00d0989196649,,11.089533805847168,11.360644340515137,11.310832023620605,,2.12,19/02/2017,2018-2-1,"Lot 3, Jalan Pelabur 23/1, 40300 Shah Alam, Selangor.","NO 290, JALAN AIR PANAS, SETAPAK, 5320, KUALA LUMPUR.",(KL) SDN BHD,SYARIKAT PERNIAGAAN GIN KEE,
422,00d0423671916,00d0989196649,,11.089533805847168,11.360644340515137,12.00900650024414,,2.12,19/09/2017,2018-2-1,"Lot 3, Jalan Pelabur 23/1, 40300 Shah Alam, Selangor.","NO 290, JALAN AIR PANAS, SETAPAK, 5320, KUALA LUMPUR.",(KL) SDN BHD,SYARIKAT PERNIAGAAN GIN KEE,
423,00d0560446704,00d0989196649,,19.102975845336914,11.580611228942871,11.642621040344238,,2.12,22/04/2017,2018-2-1,"001800839168 NO.12, JALAN SS4C/5,PETALING JAYA SELANGOR DARUL EHSAN","NO 290, JALAN AIR PANAS, SETAPAK, 5320, KUALA LUMPUR.",& BEST RESTAURANT,SYARIKAT PERNIAGAAN GIN KEE,
